original_name,drug_name,dose,form
analgiprof 400 mg 25 sachets,analgiprof,400 mg,sachet
anallerge 2mg/5ml syrup 100 ml,anallerge,2 mg/5 ml,syrup
anallerge 4 mg 60 tab.,anallerge,4 mg,tablet
anandron 50mg 15 tab.,anandron,50 mg,tablet
anandron 50mg 90 tab.,anandron,50 mg,tablet
anapental 500mg i.v. 1 vial,anapental,500 mg,vial
anaplate 75mg 20 sugar coated tab.,anaplate,75 mg,tablet
anapramine 25 mg 30 f.c.tab,anapramine,25 mg,tablet
anapramine 50 mg 30 f.c.tab,anapramine,50 mg,tablet
anapramine s.r. 75mg 20 f.c.tab,anapramine s.r.,75 mg,tablet
anarcol 50mg 30 f.c. tab.,anarcol,50 mg,tablet
anarky cream 50 gm,anarky,50 gm,cream
anaseziago cream 30 gm,anaseziago,30 gm,cream
anastrodex 1 mg 30 f.c. tab,anastrodex,1 mg,tablet
anastrozol sandoz 1 mg 30 f.c. tab.,anastrozol sandoz,1 mg,tab.
anastrozol synthon 1 mg 28 f.c. tab.,anastrozol synthon,1 mg,tab.
anausan 120ml syrup,anausan,120 ml,syrup
ancavaz 10/10 mg 20 tabs.,ancavaz,10/10 mg,tabs.
ancavaz 10/5 mg 20 tabs.,ancavaz,10/5 mg,tabs.
ancavaz 5/10 mg 20 tabs.,ancavaz,5/10 mg,tabs.
ancavaz 5/5 mg 20 tabs.,ancavaz,5/5 mg,tabs.
andagra 100 mg 12 f.c. tabs,andagra,100 mg,tabs
andagra 100 mg 12 f.c. tabs.,andagra,100 mg,tabs.
andequepine 200mg 20 ext. rel. f.c. tab.,andequepine,200 mg,tab.
andiomaline 6 % 4 ml-10 amp,andiomaline,6 % 4 ml,amp
ando 10 gm 10 sachets,ando,10 gm,sachets
andocandoxin 200 mg 3 vaginal caps.,andocandoxin,200 mg,vaginal caps.
andocandoxin 600 mg 1 vaginal caps.,andocandoxin,600 mg,vaginal caps.
andoceptive 30/75mcg 21 c.tabs.,andoceptive,30/75 mcg,tabs.
andocholest 625mg 30 tablets,andocholest,625 mg,tablets
andodaclata 60 mg 28 f.c. tabs.,andodaclata,60 mg,tabs.
andodaricin 7.5 mg 20 f.c.tab.,andodaricin,7.5 mg,tab.
andoderma extra emollient gel 50 ml,andoderma extra emollient,50 ml,gel
andoderma sunscreen spf 34 spray 100 ml,andoderma sunscreen spf 34,100 ml,spray
andoderma sunscreen spf 50 lotion 75 gm,andoderma sunscreen spf 50,75 gm,lotion
andoderma whitening cream 50 gm,andoderma whitening,50 gm,cream
andoflozin xr 12.5/1000 mg 20 f.c. tabs.,andoflozin xr,12.5/1000 mg,tabs.
andoflozin xr 25/1000 mg 20 f.c. tabs.,andoflozin xr,25/1000 mg,tabs.
andofuryl 100 mg 30 caps.,andofuryl,100 mg,caps.
andogablin 75mg 20 cap,andogablin,75 mg,cap
andoglycemic xr 1000mg 30 ext. rel. tabs.,andoglycemic xr,1000 mg,tabs.
andoglycemic xr 500mg 30 ext. rel. tabs.,andoglycemic xr,500 mg,tabs.
andogonium syrup 100 ml,andogonium,100 ml,syrup
andohepasuvir 400mg 28 tablets,andohepasuvir,400 mg,tablets
andomatoid 2 mg 28 f.c.tabs.,andomatoid,2 mg,tabs.
andomatoid 4 mg 28 f.c.tabs.,andomatoid,4 mg,tabs.
andomilast 0.5 mg 20 tabs.,andomilast,0.5 mg,tabs.
andopentene xr 300 mg 20 f.c. tabs.,andopentene xr,300 mg,tabs.
andopentene xr 600 mg 20 f.c. tabs.,andopentene xr,600 mg,tabs.
andopoxetine 30mg 3 f.c.tabs.,andopoxetine,30 mg,tabs.
andopoxetine 60mg 3 f.c. tabs,andopoxetine,60 mg,tabs
andorasirox 500mg 20tabs. for oral susp.,andorasirox,500 mg,tabs.
andorivaban 10 mg 20 tabs,andorivaban,10 mg,tabs
andorivaban 15 mg 20 tabs,andorivaban,15 mg,tabs
andorivaban 2.5 mg 20 f.c. tabs,andorivaban,2.5 mg,tabs
andorivaban 20 mg 20 f.c. tabs.,andorivaban,20 mg,tabs.
andouristat 120 mg 20 f.c. tablets,andouristat,120 mg,tablets
andouristat 80 mg 20 f.c. tablets,andouristat,80 mg,tablets
andovimpamide 100 mg 20 tabs.,andovimpamide,100 mg,tabs.
andovimpamide 100 mg 30 tabs.,andovimpamide,100 mg,tabs.
andovimpamide 10mg/ml syrup 100 ml,andovimpamide,10 mg/ml 100 ml,syrup
andovimpamide 150mg 10 tabs.,andovimpamide,150 mg,tabs.
andovimpamide 200 mg i.v. inf. vial,andovimpamide,200 mg,vial
andovimpamide 200mg 10 tabs.,andovimpamide,200 mg,tabs.
andovimpamide 50 mg 20 tabs. (n/a),Andovimpamide,50 mg,tabs.
andovimpamide 50 mg 30 tabs.,Andovimpamide,50 mg,tabs.
andovit immune vit. c 1000 mg 20 tabs.,Andovit Immune Vit. c,1000 mg,tabs.
andovit immune vit. c 500 mg 20 tabs.,Andovit Immune Vit. c,500 mg,tabs.
andovit iron 20 tabs.,Andovit Iron,0,tabs.
andovit iron plus susp. 100 ml,Andovit Iron Plus,100 ml,susp.
andovit neuro 20 f.c. tabs.,Andovit Neuro,0,tabs.
andovit neuro 30 f.c. tabs. (n/a),Andovit Neuro,0,tabs.
andovit omega 20 caps.,Andovit Omega,0,caps.
andoxezine 150 mg 30 f.c. tabs.,Andoxezine,150 mg,tabs.
andoxezine 300 mg 30 f.c. tabs.,Andoxezine,300 mg,tabs.
andractim 2.5% gel 80 gm (illegal import),Andractim,2.5 %,gel
andrin eye contour cream 30 gm,Andrin Eye Contour,0,cream
andriol 40mg 20 caps,Andriol,40 mg,caps
androcur 50mg 20 tab.,Androcur,50 mg,tab.
andromen 40mg 20 soft gelatin caps.,Andromen,40 mg,soft gelatin caps.
androxine 250mg 10 tab.,Androxine,250 mg,tab.
andy 10 sachets,Andy,0,sachets
anestacon 2mg/ml (100ml) i.v. infusion,Anestacon,2 mg/ml,i.v. infusion
anestacon 2mg/ml (25ml) i.v. infusion,Anestacon,2 mg/ml,i.v. infusion
anestacon 2mg/ml (50ml) i.v. infusion,Anestacon,2 mg/ml,i.v. infusion
anesty topical gel 15gm,Anesty Topical,0,gel
anexate 0.5mg/5ml 5 i.v. amps.,Anexate,0.5 mg/5 ml,i.v. amps.
anexnil 0.5mg/5ml 5 i.v. amps. (n/a),Anexnil,0.5 mg/5 ml,i.v. amps.
angelica cream 50 gm,Angelica,0,cream
angelica massage cream 60gm,Angelica Massage,0,cream
angiflash sore throat spray 20 ml,Angiflash Sore Throat,0,spray
angikinase 100 000 i.u. vial,Angikinase,100 000 i.u.,vial
angikinase 250 000 i.u. vial,Angikinase,250 000 i.u.,vial
angikinase 500 000 i.u. vial,Angikinase,500 000 i.u.,vial
angilow 10mg 30 tab.,Angilow,10 mg,tab.
angilow 20mg 30 tab.,Angilow,20 mg,tab.
anginitra 5 mg 10 sublingual tab.,Anginitra,5 mg,sublingual tab.
angioblock 150/12.5 mg 21 f.c. tabs.,Angioblock,150/12.5 mg,tabs.
angioblock 150/12.5 mg 30 f.c. tabs.,Angioblock,150/12.5 mg,tabs.
angioblock 300/12.5 mg 30 f.c. tabs.,Angioblock,300/12.5 mg,tabs.
angioblock 300/25 mg 30 f.c. tabs.,Angioblock,300/25 mg,tabs.
angioblock mono 150 mg 30 f.c. tabs.,Angioblock Mono,150 mg,tabs.
angioblock mono 300 mg 30 f.c. tabs.,Angioblock Mono,300 mg,tabs.
angioblock mono 75 mg 21 f.c. tabs,Angioblock Mono,75 mg,tabs
angiobradine 5mg 30 scored f.c. tabs,Angiobradine,5 mg,scored f.c. tabs
angiobradine 7.5 mg 30 f.c. tabs,Angiobradine,7.5 mg,tabs
angiobradine 7.5 mg 30 f.c. tabs.,Angiobradine,7.5 mg,tabs.
angiofox (effox) 20 mg 20 tabs.,Angiofox (effox),20 mg,tabs.
angiofox (effox) 25mg long 30 caps.,Angiofox (effox),25 mg,long caps.
angiofox (effox) 40mg 20 tabs.,Angiofox (effox),40 mg,tabs.
angiofox (effox) 50mg long 20 caps.,Angiofox (effox),50 mg,long caps.
angiografin 65% infusion 100 ml,Angiografin,65 %,infusion
angiopress 25mg 10 tab.,Angiopress,25 mg,tab.
angiopress 50mg 10 tab.,Angiopress,50 mg,tab.
angiopress comp 50/25mg 30tab,angiopress comp,50/25 mg,tab
angiosartan 10mg 28 f.c. tabs.,angiosartan,10 mg,tabs
angiosartan 20mg 28 f.c. tabs.,angiosartan,20 mg,tabs
angiosartan 40mg 28 f.c. tabs.,angiosartan,40 mg,tabs
angiosartan plus 20/12.5mg 28 f.c. tabs.,angiosartan plus,20/12.5 mg,tabs
angiosartan plus 20/25mg 28 f.c. tabs.,angiosartan plus,20/25 mg,tabs
angiosartan plus 40/12.5mg 28 f.c. tabs.,angiosartan plus,40/12.5 mg,tabs
angiosartan plus 40/25mg 28 f.c. tabs.,angiosartan plus,40/25 mg,tabs
angiovan 5mg 20 tab,angiovan,5 mg,tab
angiprotect 20 mg 20 tabs.,angiprotect,20 mg,tabs
angised 0.5mg 100 tab,angised,0.5 mg,tab
angitect 60mg 20 f.c.tab.,angitect,60 mg,tab
angosmooth 75mg 30 f.c. tabs.,angosmooth,75 mg,tabs
angurate 25 bags,angurate,Null,bags
anika hair conditioner 250 ml,anika hair,250 ml,conditioner
anika hair serum 75 ml,anika hair,75 ml,serum
anika hair shampoo 250 ml,anika hair,250 ml,shampoo
animal shapes usp 60 tab,animal shapes usp,Null,tab
anise isis sachets,anise isis,Null,sachets
anisol 20 cap,anisol,Null,cap
anivagene ampoules man 14*2.5ml,anivagene man,2.5 ml,ampoules
anivagene ampoules woman 14*2.5ml,anivagene woman,2.5 ml,ampoules
anivagene anti-dandruff shampoo 200 ml,anivagene anti-dandruff,200 ml,shampoo
anivagene conditioner 125 ml,anivagene,125 ml,conditioner
anivagene eyelash serum 10 ml,anivagene eyelash,10 ml,serum
anivagene hair mask 125 ml,anivagene hair,125 ml,mask
anivagene shampoo man 200 ml,anivagene man,200 ml,shampoo
anivagene shampoo woman 200 ml,anivagene woman,200 ml,shampoo
ankle brace,ankle brace,Null,Null
anona care hair oil 200 ml,anona care hair,200 ml,oil
anona hair antifrizz serum 250 ml,anona hair antifrizz,250 ml,serum
anona hair lotion 120 ml,anona hair,120 ml,lotion
anona vaginal wash 120 ml,anona vaginal,120 ml,wash
anoro ellipta 62.5/25mcg inhaler 30 metered doses,anoro ellipta,62.5/25 mcg,inhaler
anovca cream 50 gm,anovca,50 gm,cream
anovca tooth gel 30 gm,anovca tooth,30 gm,gel
anoxicam 20mg 10 supp.,anoxicam,20 mg,supp
anoxicam 20mg 20 tab.,anoxicam,20 mg,tab
anschlarin syrup 120 ml,anschlarin,120 ml,syrup
anselacox 120 mg 10 f.c.tabs.,anselacox,120 mg,tabs
anselacox 30mg 10 f.c.tabs.,anselacox,30 mg,tabs
anselacox 60mg 30 f.c. tabs.,anselacox,60 mg,tabs
anselacox 90mg 30 f.c. tabs,anselacox,90 mg,tabs
anselafil 10mg/ml susp. 120 ml,anselafil,10 mg/ml,susp
antacid-jedco 480mg 20 chewable tab.,antacid-jedco,480 mg,chewable tab
antacidin 240 tab ( chew),antacidin,Null,tab
antacidin plus 20 tab,antacidin plus,Null,tab
anthelios dermo-pediatrics spf 50+ lotion 200 ml,anthelios dermo-pediatrics spf 50+,200 ml,lotion
anthelios dermo-pediatrics spf 50+ spray 200 ml,anthelios dermo-pediatrics spf 50+,200 ml,spray
anthelios hydrating cream spf50 - 50 ml,anthelios hydrating cream spf50,50 ml,cream
anthelios spf 50 invisible face mist 75 ml,anthelios spf 50 invisible face mist,Null,mist
anthelios spf 50 smoothing optical blur 40 ml,anthelios spf 50 smoothing optical blur,Null,Null
anthelios xl spf 50+ bb cream comfort 50 ml,anthelios xl spf 50+ bb cream comfort,Null,cream
anthelios xl spf 50+ cream comfort 50 ml,anthelios xl spf 50+ cream comfort,Null,cream
anthelios xl spf 50+ dry touch gel-cream 50 ml,anthelios xl spf 50+ dry touch gel-cream,Null,gel-cream
anthelios xl spf 50+ fluid 50 ml,anthelios xl spf 50+ fluid,Null,fluid
anthelios xl spf 50+ invisible mist spray 200 ml,anthelios xl spf 50+ invisible mist spray,Null,mist spray
anthelios xl spf 50+ lait (lotion) 100 ml,anthelios xl spf 50+ lait,Null,lotion
anthelios xl spf 50+ nutritive oil 200 ml,anthelios xl spf 50+ nutritive oil,Null,oil
anthelios xl spf 50+ spray 200 ml,anthelios xl spf 50+ spray,Null,spray
anthelios xl spf 50+ tinted fluid 50 ml,anthelios xl spf 50+ tinted fluid,Null,fluid
anthelmin 100mg/5ml susp. 30ml,anthelmin,100 mg/5 ml,suspension
anthramash 1% cream 20 gm,anthramash,1 %,cream
anthrawest 1% cream 20 gm,anthrawest,1 %,cream
anthzon 320 mg 7 f.c. tab,anthzon,320 mg,tablet
anti dep  150 mg 20 cap,anti dep,150 mg,capsule
anti rh (d) amp,anti rh (d),Null,ampoule
anti rh 120 unit im/iv,anti rh,120 unit,Null
anti rh rhophylac,anti rh rhophylac,Null,Null
anti- a-test serum amp,anti- a-test serum,Null,ampoule
anti- d test serum amp,anti- d test serum,Null,ampoule
anti- gas gangrene amp,anti- gas gangrene,Null,ampoule
anti- gas gangrene one dose,anti- gas gangrene,Null,Null
anti- hemophilic globulin,anti- hemophilic globulin,Null,Null
anti- hemophilic plasma,anti- hemophilic plasma,Null,Null
anti- rabies vaccin 20 dose(s) . vial,anti- rabies vaccin,20 dose(s),vial
anti- scorpion serum dry amp,anti- scorpion serum,Null,ampoule
anti- scorpion serum liquid amp,anti- scorpion serum,Null,ampoule
anti- snake venom dry amp,anti- snake venom,Null,ampoule
anti- snake venom serum liquid amp,anti- snake venom serum,Null,ampoule
anti- tetanic 1500 iu- amp,anti- tetanic,1500 IU,ampoule
anti- tetanic serum 30000 iu amp,anti- tetanic serum,30000 IU,ampoule
anti-b-test serum amp,anti-b-test serum,Null,ampoule
anti-cox ii 15mg 10 supp,anti-cox ii,15 mg,suppository
anti-cox ii 15mg 20 tab,anti-cox ii,15 mg,tablet
anti-cox ii 15mg 30 tab.,anti-cox ii,15 mg,tablet
anti-cox ii 15mg/3ml 6 amp,anti-cox ii,15 mg/3 ml,ampoule
anti-cox ii 7.5mg 20 caps,anti-cox ii,7.5 mg,capsule
anti-d test serum amp,anti-d test serum,Null,ampoule
anti-haemophylic globulin (a.h.g)inj.,anti-haemophylic globulin,Null,injection
anti-tetanic 1500 iu-1 cm (10 amp),anti-tetanic,1500 IU,ampoule
antichol 10 mg 10 f.c. tab.,antichol,10 mg,tablet
antichol 20 mg 10 f.c. tab.,antichol,20 mg,tablet
antidan hair shampoo 200 ml,antidan hair shampoo,Null,shampoo
antidial 10 caps.,antidial,Null,capsule
antidiazox 100mg/5ml pd. for oral sol. 60 ml,antidiazox,100 mg/5 ml,powder for oral solution
antidiazox 500mg 12 f.c.tab.,antidiazox,500 mg,tablet
antiflam 1% emulgel 20 gm,antiflam,1 %,emulgel
antiflam 25mg 20 tab.,antiflam,25 mg,tablet
antiflam 50mg 20 tab.,antiflam,50 mg,tablet
antiflu 20 cap,antiflu,20 mg,capsule
antikramp 5mg/2ml i.v./i.m. 1 amp.,antikramp,5 mg/2 ml,ampoule
antimigrozan 2.5mg 6 dis. tabs,antimigrozan,2.5 mg,dispersible tabs
antimigrozan 5mg 6 dis. tabs,antimigrozan,5 mg,dispersible tabs
antimo massage gel 75 gm,antimo massage,Null,gel
antimycot 30 ml drops,antimycot,Null,drops
antinal 200mg 24 capsules,antinal,200 mg,capsule
antinal 220mg/5ml 60ml susp.,antinal,220 mg/5 ml,suspension
antioxidant plus 20 cap,antioxidant plus,20 mg,capsule
antiretro 200 mg 10 caps.(n/a yet),antiretro,200 mg,capsule
antiscar viscous solution 50 ml,antiscar,Null,viscous solution
antiseptol 1mg/ml mouth wash 120 ml,antiseptol,1 mg/ml,mouth wash
antiver 100mg 20*6 tabs.,antiver,100 mg,tablet
antiver 100mg/5ml susp. 30ml,antiver,100 mg/5 ml,suspension
antizole 100mg/5ml susp. 30ml,antizole,100 mg/5 ml,suspension
antizole 200mg 2 tab.,antizole,200 mg,tablet
antodine 10mg 10 chewable tab,antodine,10 mg,chewable tab
antodine 20 mg 10 effervescent tabs.,antodine,20 mg,effervescent tabs
antodine 20mg 30 f.c.tab,antodine,20 mg,tablet
antodine 20mg/2ml 3 i.m. or i.v. amps.,antodine,20 mg/2 ml,ampoule
antodine 40mg 30 f.c. tablets,antodine,40 mg,tablet
antodine 40mg/5ml powder for oral suspension 60 ml,antodine,40 mg/5 ml,powder for oral suspension
antopral 20mg 14 tab,antopral,20 mg,tablet
antopral 40mg 14 tab.,antopral,40 mg,tablet
antopral 40mg powder for i.v. inf. vial,antopral,40 mg,powder for i.v. inf. vial
antox 30 tabs,antox,30 mg,tablet
anusol 25g oint,anusol,Null,ointment
anusol 6 supp,anusol 6,Null,suppository
anusol hc 15g oint.,anusol hc,Null,ointment
anusol hc 6 supp,anusol hc 6,Null,suppository
anuva 50mg 10 dispersible tab.,anuva,50 mg,dispersible tabs
anviziram 200 mg 100 f.c. tabs. (hospitals only),anviziram,200 mg,tablet
anviziram 200 mg 40 f.c.tabs.,anviziram,200 mg,tablet
anxbeat 15 mg 10 tab.,anxbeat,15 mg,tablet
anzatax 6mg/ml (150mg )i.v. inf. vial,anzatax,6 mg/ml,i.v. inf. vial
anzatax 6mg/ml (300mg) i.v. inf. vial,anzatax,6 mg/ml,i.v. inf. vial
anzatax 6mg/ml (30mg ) i.v. inf.vial,anzatax,6 mg/ml,i.v. inf. vial
anzoptima 665 mg 24 mr tabs,anzoptima,665 mg,mr tabs
apcalis 20 mg 4 film coated tab,apcalis,20 mg,film coated tab
aperitif syrup 120 ml,aperitif,Null,syrup
apetoid 100mg 3 f.c.tab.,apetoid,100 mg,tablet
apetoid 20mg 30 f.c.tab.,apetoid,20 mg,tablet
apetryl 0.5mg 50 tab.,apetryl,0.5 mg,tablet
apetryl 2mg 30 tab.,apetryl,2 mg,tablet
apexawestan 2.5 mg 10 f.c. tabs.,apexawestan,2.5 mg,tablet
apexawestan 2.5 mg 30 f.c. tabs.,apexawestan,2.5 mg,tablet
apexazole 1% cream 15 gm,apexazole,1 %,cream
apexazole 1%topical lotion 15 ml,apexazole,1 %,topical lotion
apexidone 0.5mg 30 f.c.tab.,apexidone,0.5 mg,tablet
apexidone 1mg 20 f.c.tab.,apexidone,1 mg,tablet
apexidone 1mg/ml syrup 100 ml,apexidone,1 mg/ml,syrup
apexidone 2mg 20 f.c.tab.,apexidone,2 mg,tablet
apexidone 3mg 30 f.c.tab.,apexidone,3 mg,tablet
apexidone 4mg 30 f.c.tab.,apexidone,4 mg,tablet
aphro neo formula 20 cap,aphro neo formula,Null,capsule
aphrofemine 100mg 30 f.c. tabs,aphrofemine,100 mg,tablet
aphrogen boost 20 caps,aphrogen boost,Null,capsule
aphtarine oral gel 10 ml,aphtarine,Null,gel
aphthtab 2mg 20 buccal bioadhesive tab.,aphthtab,2 mg,buccal bioadhesive tablet
api med cream 40 gm,api med,40 gm,cream
api-care 40g cream,api-care,40 g,cream
api-care cream 25 gm,api-care,25 gm,cream
api-grow powder 10 sachets,api-grow,Null,powder
apic sun block cream 50+spf 60 gm,apic sun block,60 gm,cream
apic white cream 60 gm,apic white,60 gm,cream
apicorte forte 1% eye drops,apicorte forte,1 %,drops
apidone syrup 125ml,apidone,Null,syrup
apidra 100i.u./ml 5 cartiridges,apidra,100 I.U./ml,cartridge
apidra solostar 100i.u./ml 5 prefilled pens,apidra solostar,100 I.U./ml,pen
apifortyl 30 capsule,apifortyl,Null,capsule
apigent 0.1% top. cr. 15 gm,apigent,0.1 %,cream
apigent 3mg/gm eye/ear oint.,apigent,3 mg/gm,ointment
apigent 3mg/ml eye/ear drops 5 ml,apigent,3 mg/ml,drops
apigent-p eye/ear drops 5 ml,apigent-p,Null,drops
apigent-p eye/ear oint. 5 gm,apigent-p,5 gm,ointment
apilipex 10 mg 30 f.c.tab.,apilipex,10 mg,tablet
apilipex 20 mg 30 f.c.tab.,apilipex,20 mg,tablet
apilipex 30 mg 30 f.c. tab.,apilipex,30 mg,tablet
apilipex 5 mg 30 f.c.tab.,apilipex,5 mg,tablet
apimed 40 mg cream,apimed,40 mg,cream
apimed cream 20 gm,apimed,20 gm,cream
apipe 10 mg 30 tablets,apipe,10 mg,tablet
apipe 15 mg 30 tabs,apipe,15 mg,tablet
apixatrack 2.5 mg 30 f.c. tabs.,apixatrack,2.5 mg,tablet
apixatrack 5 mg 30 f.c. tabs,apixatrack,5 mg,tablet
apixol 0.5% eye drops 5 ml,apixol,0.5 %,drops
apo - calcitonin 200 i.u./meterd dose sprey,apo - calcitonin,200 I.U./meterd dose,spray
apo - mefloquine 250 mg 8 tab,apo - mefloquine,250 mg,tablet
apo-calcitonin 200 i.u./metered dose spray,apo-calcitonin,200 I.U./metered dose,spray
apo-desmopressin 10mcg/dose nasal spray 2.5 ml,apo-desmopressin,10 mcg/dose,spray
apo-lorazepam 2mg 10 tab,apo-lorazepam,2 mg,tablet
apo-lorazepam 2mg 100 tab,apo-lorazepam,2 mg,tablet
apo-lyptus 80 ml spray,apo-lyptus,Null,spray
apo-mefloquine 250 mg 8 tab.,apo-mefloquine,250 mg,tablet
apoflor 80 ml mouth spray,apoflor,Null,spray
apotamex 20mg 100 tab,apotamex,20 mg,tablet
appe-raise syrup 120 ml,appe-raise,Null,syrup
appegreek syrup 100 ml,appegreek,Null,syrup
appetizer syrup 120 ml,appetizer,Null,syrup
apple cider vinegar 120tab,apple cider vinegar,Null,tablet
acnesept 80 gram soap,acnesept,80 gram,soap
acnesol soap 100 gm,acnesol,100 gm,soap
acnesone lotion 60 ml,acnesone,60 ml,lotion
acnetin- a 0.025% topical gel 30 gm,acnetin- a,0.025 %,topical gel
acnetin- a 0.05% cream 30 gm,acnetin- a,0.05 %,cream
acnetin- a 0.05% topical sol. 15 ml,acnetin- a,0.05 %,topical sol.
acnetrox 1% topical cream 25 gm,acnetrox,1 %,topical cream
acnevera soap 80 gm,acnevera,80 gm,soap
acnevit anti-acne cleansing gel 200 ml,acnevit anti-acne,200 ml,cleansing gel
acnevit anti-acne serum 30 ml,acnevit anti-acne,30 ml,serum
acni-care 2% lotion 25 ml,acni-care,2 %,lotion
acni-care 2% top. gel. 20 gm,acni-care,2 %,top. gel.
acniact topical gel 15 gm,acniact,15 gm,topical gel
acnidu topical gel,acnidu,Null,topical gel
acnil lotion 60 ml,acnil,60 ml,lotion
acnimed face foam cleanser 200 ml,acnimed face foam,200 ml,cleanser
acnimed topical gel 75 ml,acnimed,75 ml,topical gel
acniswab 0.1% cream 30 gm,acniswab,0.1 %,cream
acnitaz 0.1% topical gel. 15 gm,acnitaz,0.1 %,topical gel.
acnora cream 50 ml,acnora,50 ml,cream
acomplia 20mg 14f.c.tablet (withdrawal),acomplia,20 mg,tablet
acretin 0.025% cream 30 gm,acretin,0.025 %,cream
acretin 0.05% cream 30 gm,acretin,0.05 %,cream
acro cream 75 gm,acro,75 gm,cream
acrocal 24 chewable tabs.,acrocal,Null,chewable tabs.
acromolyn eye drops,acromolyn,Null,eye drops
act hair shampoo 125 ml,act hair,125 ml,shampoo
act life 20 capsules,act life,Null,capsules
act-hib vaccine 10mcg/0.5ml vial,act-hib vaccine,10 mcg/0.5 ml,vial
actemra 200mg/10ml vial for i.v. inf.,actemra,200 mg/10 ml,vial
actemra 400mg/20ml vial for i.v. inf.,actemra,400 mg/20 ml,vial
actemra 80mg/4ml vial for i.v. inf.,actemra,80 mg/4 ml,vial
acti 4 plus whitening cream 75 gm,acti 4 plus whitening,75 gm,cream
acti-colla advance 10 sachets,acti-colla advance,Null,sachets
acti-colla advance 30 sachets,acti-colla advance,Null,sachets
acti-colla-c 10 sachets,acti-colla-c,Null,sachets
acti-colla-c 30 sachets,acti-colla-c,Null,sachets
acti-folic 30 tabs.,acti-folic,Null,tabs.
acti-vita cleansing lotion 200 ml,acti-vita,200 ml,cleansing lotion
acti-vita enriched eye creme procgen 15 ml,acti-vita enriched eye procgen,15 ml,creme
acti-vita gold procgen creme day/night 50 ml,acti-vita gold procgen,50 ml,creme
acti-vita gold procgen serum 15 ml,acti-vita gold procgen,15 ml,serum
acti-vita gold procgen softening lotion 125 ml,acti-vita gold procgen,125 ml,softening lotion
acti-vita perfect complexion mask 100 ml,acti-vita perfect complexion,100 ml,mask
acti-vita ultra rich creme procgen 50 ml,acti-vita ultra rich procgen,50 ml,creme
actica 10 sachets,actica,Null,sachets
acticarb 10 tab,acticarb,Null,tab
actidior gel 25 gm,actidior,25 gm,gel
actifast 12.5mg 20 tab.,actifast,12.5 mg,tab.
actifast 50 mg 30 sachets,actifast,50 mg,sachets
apple cider vinegar 600 mg 200 tabs. (illegal import),apple cider vinegar,600 mg,tabs
apple vinegar vilux syrup 250 ml,apple vinegar vilux,250 ml,syrup
apple vinegar vilux syrup 473 ml,apple vinegar vilux,473 ml,syrup
apple vinegar vilux syrup 500 ml,apple vinegar vilux,500 ml,syrup
apple-lite 30 tablets,apple-lite,Null,tablets
apranax 550 mg 16 tab,apranax,550 mg,tab
apranox 500 mg 3amp,apranox,500 mg,amp
aprepemic 80 mg 2 caps.,aprepemic,80 mg,caps
apresoline 20 mg 5 amp,apresoline,20 mg,amp
apresoline 25mg 84 tab,apresoline,25 mg,tab
apricor cream 30 gm,apricor,30 gm,cream
aprima 3 mg,aprima,3 mg,Null
aprimertaz 30 mg 30 f.c.tabs.,aprimertaz,30 mg,tabs
aprotinin 500000 iu vail,aprotinin,500000 iu,vail
aprovel 150mg 14 tab.,aprovel,150 mg,tab
aprovel 300mg 14tab,aprovel,300 mg,tab
aptamil 1 advance premium+ milk 400 gm,aptamil 1 advance premium+,400 gm,milk
aptamil 2 advance premium+ milk 400 gm,aptamil 2 advance premium+,400 gm,milk
aptamil 2 milk 400 gm,aptamil 2,400 gm,milk
aptamil comfort milk 400 gm,aptamil comfort,400 gm,milk
aptamil ha1 milk 400 gm,aptamil ha1,400 gm,milk
aptamil ha1 milk 400 gm (n/a),aptamil ha1,400 gm,milk
aptamil ha2 milk 400 gm,aptamil ha2,400 gm,milk
aptamil junior (aptajunior) 3 advance premium+ milk 400 gm,aptamil junior 3 advance premium+,400 gm,milk
aptamil junior 3 milk 400 gm,aptamil junior 3,400 gm,milk
aptamil lf milk 400 gm,aptamil lf,400 gm,milk
aptamil nutriprem pdf milk 400 gm,aptamil nutriprem pdf,400 gm,milk
aptamil pre nutriprem milk 400 gm,aptamil pre nutriprem,400 gm,milk
aptamil prosyneo milk 400 gm,aptamil prosyneo,400 gm,milk
aptoful 10/25mg 10 f.c.tab,aptoful,10/25 mg,tab
aptoful 5/12.5mg 10 f.c. tab,aptoful,5/12.5 mg,tab
aqua b 30 tabs,aqua b,Null,tabs
aqua cid 120ml syrup,aqua cid,120 ml,syrup
aqua collo syrup 120 ml,aqua collo,120 ml,syrup
aqua cure syrup 120 ml,aqua cure,120 ml,syrup
aqua dent 300 ml mouth wash,aqua dent,300 ml,mouth wash
aqua dent mouth wash 300 ml,aqua dent,300 ml,mouth wash
aqua gripe n syrup 60 ml,aqua gripe n,60 ml,syrup
aqua gripe syrup 120 ml,aqua gripe,120 ml,syrup
aqua ice complex gel 100 ml,aqua ice complex,100 ml,gel
aqua ice complex spray 150 ml,aqua ice complex,150 ml,spray
aqua moon syrup,aqua moon,Null,syrup
aqua o acne cleanser 200 ml,aqua o acne,200 ml,cleanser
aqua plus syrup 100 ml,aqua plus,100 ml,syrup
aqua queen syp,aqua queen,Null,syp
aqua ream z 120ml syrup,aqua ream z,120 ml,syrup
